Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,LoanAmount
Male,Yes,0,Graduate,Yes,2479,3013,360,1,1
Female,No,1,Graduate,No,13262,0,360,1,0
Male,No,0,Not Graduate,No,3598,1287,360,1,0
Male,Yes,1,Graduate,No,6065,2004,360,1,1
Male,Yes,2,Graduate,No,3283,2035,360,1,1
Male,Yes,0,Graduate,No,2130,6666,180,1,0
Male,No,0,Graduate,No,5815,3666,360,1,1
Male,Yes,3,Graduate,No,3466,3428,360,1,1
Female,Yes,2,Graduate,No,2031,1632,480,1,0
Male,Yes,,Not Graduate,No,3074,1800,360,0,0
Male,No,0,Graduate,No,4683,1915,360,1,1
Female,No,0,Not Graduate,No,3400,0,360,1,0
Male,Yes,2,Not Graduate,No,2192,1742,360,1,0
Male,No,0,Graduate,No,2500,0,360,1,0
Male,Yes,3,Graduate,Yes,5677,1424,360,1,0
Male,Yes,2,Graduate,Yes,7948,7166,360,1,1
Male,No,0,Graduate,No,4680,2087,360,1,1
Male,Yes,2,Graduate,Yes,17500,0,360,1,1
Male,Yes,0,Graduate,No,3775,0,360,1,0
Male,Yes,1,Not Graduate,No,5285,1430,360,0,1
Male,No,1,Not Graduate,No,2679,1302,360,1,0
Male,No,0,Not Graduate,No,6783,0,360,1,0
Male,Yes,0,Graduate,No,1025,5500,360,,1
Male,Yes,3,Graduate,No,4281,0,360,1,0
Male,No,2,Graduate,No,3588,0,360,0,0
Male,No,1,Graduate,No,11250,0,360,,1
Female,No,0,Not Graduate,Yes,18165,0,360,1,0
Male,No,0,Not Graduate,,2550,2042,360,1,0
Male,Yes,0,Graduate,No,6133,3906,360,1,1
Male,No,2,Graduate,No,3617,0,360,1,0
Male,Yes,0,Not Graduate,No,2917,536,360,1,0
Male,Yes,3,Graduate,No,6417,0,180,1,1
Female,Yes,1,Graduate,No,4608,2845,180,1,0
Female,No,0,Graduate,No,2138,0,360,0,0
Female,No,1,Graduate,,3652,0,360,1,0
Male,Yes,1,Not Graduate,No,2239,2524,360,1,0
Female,Yes,0,Not Graduate,No,3017,663,360,,0
Male,Yes,0,Graduate,No,2768,1950,360,1,1
Male,No,0,Not Graduate,No,3358,0,36,1,0
Male,No,0,Graduate,No,2526,1783,360,1,0
Female,No,0,Graduate,No,5000,0,360,0,0
Male,Yes,0,Graduate,No,2785,2016,360,1,0
Male,Yes,2,Graduate,Yes,6633,0,360,0,1
Male,Yes,1,Not Graduate,No,2492,2375,360,1,1
Male,Yes,1,Graduate,No,3333,3250,360,1,1
Male,Yes,0,Not Graduate,No,2454,2333,360,0,1
Male,Yes,0,Graduate,No,3593,4266,180,0,0
Male,Yes,1,Graduate,No,5468,1032,360,1,0
Female,No,0,Graduate,No,2667,1625,360,,0
Male,Yes,3,Graduate,Yes,10139,0,360,1,1
Male,Yes,0,Graduate,No,3887,2669,360,1,1
Female,Yes,0,Graduate,No,4180,2306,360,1,1
Male,Yes,2,Not Graduate,No,3675,242,360,1,0
Female,Yes,1,Graduate,Yes,19484,0,360,1,1
Male,Yes,0,Graduate,No,5923,2054,360,1,1
Male,No,0,Not Graduate,Yes,5800,0,360,1,0
Male,Yes,2,Graduate,No,8799,0,360,0,1
Male,Yes,0,Not Graduate,No,4467,0,360,,0
Male,No,0,Graduate,No,3333,0,360,1,0
Male,Yes,3,Graduate,No,3400,2500,360,0,0
Female,No,0,Graduate,No,2378,0,360,1,0
Male,Yes,0,Graduate,No,3166,2064,360,0,0
Male,Yes,1,Graduate,No,3417,1750,360,1,1
Male,Yes,,Graduate,No,5116,1451,360,0,1
Male,Yes,2,Graduate,No,16666,0,360,1,1
Male,Yes,2,Not Graduate,No,6125,1625,480,1,1
Male,Yes,3,Graduate,No,6406,0,360,1,1
Male,Yes,2,Graduate,No,3159,461,84,1,0
,Yes,0,Graduate,No,3087,2210,360,0,0
Male,No,0,Graduate,No,3229,2739,360,1,0
Male,Yes,1,Graduate,No,1782,2232,360,1,0
Male,No,0,Graduate,,3182,2917,360,1,1
Male,Yes,2,Graduate,No,6540,0,360,1,1
Male,No,0,Graduate,No,1836,33837,360,1,0
Female,Yes,0,Graduate,No,3166,0,360,1,0
Male,Yes,1,Graduate,No,1880,0,360,,0
Male,Yes,1,Graduate,No,2787,1917,360,0,1
Male,Yes,1,Graduate,No,4283,3000,84,1,1
Male,Yes,0,Graduate,No,2297,1522,360,1,0
Female,No,0,Not Graduate,No,2165,0,360,1,0
,No,0,Graduate,No,4750,0,360,1,0
Male,Yes,2,Graduate,Yes,2726,0,360,0,0
Male,Yes,0,Graduate,No,3000,3416,180,1,0
Male,Yes,2,Graduate,Yes,6000,0,240,1,1
,No,3,Graduate,Yes,9357,0,360,1,1
Male,Yes,0,Graduate,No,3859,3300,180,1,0
Male,Yes,0,Graduate,Yes,16120,0,360,1,1
Male,No,0,Not Graduate,No,3833,0,360,1,0
Male,Yes,2,Not Graduate,Yes,6383,1000,360,1,1
Male,No,,Graduate,No,2987,0,360,0,0
Male,Yes,0,Graduate,Yes,9963,0,360,1,1
Male,Yes,2,Graduate,No,5780,0,360,1,1
Female,No,3,Graduate,,416,41667,180,,1
Male,Yes,0,Not Graduate,,2894,2792,360,1,1
Male,Yes,3,Graduate,No,5703,0,360,1,0
Male,No,0,Graduate,No,3676,4301,360,1,1
Female,Yes,1,Graduate,No,12000,0,360,1,1
Male,Yes,0,Not Graduate,No,2400,3800,180,1,1
Male,Yes,1,Graduate,No,3400,2500,360,1,1
Male,Yes,2,Not Graduate,No,3987,1411,360,1,1
Male,Yes,0,Graduate,No,3232,1950,360,1,0
Female,No,0,Graduate,No,2900,0,360,1,0
Male,Yes,3,Graduate,No,4106,0,180,1,0
Male,Yes,1,Graduate,No,8072,240,360,1,1
Male,Yes,2,Graduate,No,7583,0,360,1,1
Female,No,0,Graduate,Yes,4583,0,360,0,0
